time;gFx;gFy;gFz;TgF
0.992598231;-0,0200;-0,0296;0,9988;0,999
0.995144384;-0,0188;-0,0308;0,9993;1,000
0.997577307;-0,0207;-0,0308;0,9968;0,998
1.000281538;-0,0215;-0,0274;0,9981;0,999
1.003423154;0,0178;0,0243;1,0047;1,005
1.005365538;-0,0305;-0,0366;0,9842;0,985
1.007717846;-0,0574;-0,0508;1,0264;1,029
1.010282846;-0,0279;-0,0433;1,0252;1,026
1.012908;0,0062;-0,0233;1,0113;1,012
1.015277923;-0,0119;-0,0364;1,0010;1,002
1.017804384;-0,0247;-0,0422;0,9942;0,995
1.020968692;-0,0198;-0,0379;0,9940;0,995
1.023160307;-0,0200;-0,0328;1,0003;1,001
1.025580307;-0,0173;-0,0349;1,0020;1,003
1.027855384;-0,0144;-0,0317;1,0015;1,002
1.030302846;-0,0112;-0,0313;1,0012;1,002
1.032754154;-0,0151;-0,0328;1,0012;1,002
1.035791769;-0,0219;-0,0326;1,0015;1,002
1.038397615;-0,0210;-0,0313;0,9988;0,999
1.040464615;-0,0210;-0,0315;0,9991;1,000
1.042990846;-0,0166;-0,0317;0,9977;0,998
1.045520923;-0,0127;-0,0298;0,9991;1,000
1.047882538;-0,0173;-0,0310;0,9998;1,000
1.050602231;-0,0217;-0,0326;1,0069;1,008
1.052953307;-0,0173;-0,0315;1,0105;1,011
1.055442461;-0,0191;-0,0313;1,0059;1,007
1.057950231;-0,0232;-0,0320;1,0020;1,003
1.060641846;-0,0240;-0,0310;0,9993;1,000
1.063095692;-0,0256;-0,0303;0,9998;1,001
1.065674154;-0,0242;-0,0310;0,9986;0,999
1.073909846;-0,0247;-0,0293;0,9979;0,999
1.075134846;-0,0242;-0,0296;0,9988;1,000
1.075900692;-0,0179;-0,0271;1,0015;1,002
1.076529;-0,0151;-0,0254;1,0015;1,002
1.078444307;-0,0198;-0,0264;1,0003;1,001
1.080996077;-0,0163;-0,0293;0,9996;1,000
1.083223461;-0,0151;-0,0317;1,0000;1,001
1.085977231;-0,0161;-0,0305;1,0047;1,005
1.088445615;-0,0191;-0,0298;1,0022;1,003
1.090801923;-0,0205;-0,0279;1,0020;1,003
1.093204384;-0,0193;-0,0268;1,0012;1,002
1.095967692;-0,0144;-0,0281;1,0012;1,002
1.098285538;-0,0137;-0,0286;0,9996;1,000
1.100883461;-0,0139;-0,0279;0,9966;0,997
1.103288384;-0,0188;-0,0315;0,9964;0,997
1.105951769;-0,0181;-0,0320;0,9996;1,000
1.108727077;-0,0151;-0,0281;1,0037;1,004
1.110978461;-0,0151;-0,0264;1,0024;1,003
1.113380307;-0,0161;-0,0284;0,9984;0,999
1.115801615;-0,0171;-0,0286;0,9984;0,999
1.119818538;-0,0171;-0,0320;1,0000;1,001
1.121280923;-0,0186;-0,0291;1,0042;1,005
1.123653846;-0,0235;-0,0296;1,0035;1,004
1.126224615;-0,0254;-0,0301;1,0054;1,006
1.128751461;-0,0240;-0,0293;1,0040;1,005
1.131162846;-0,0217;-0,0296;1,0040;1,005
1.133572307;-0,0186;-0,0305;1,0054;1,006
1.136119692;-0,0217;-0,0298;1,0052;1,006
1.138631384;-0,0266;-0,0298;1,0049;1,006
1.141263692;-0,0266;-0,0296;1,0042;1,005
1.143609;-0,0242;-0,0289;1,0030;1,004
1.146159692;-0,0237;-0,0301;1,0020;1,003
1.148514538;-0,0252;-0,0315;1,0000;1,001
1.152693923;-0,0249;-0,0303;1,0003;1,001
1.153896;-0,0259;-0,0289;1,0020;1,003
1.156347077;-0,0247;-0,0317;1,0024;1,003
1.158732384;-0,0244;-0,0303;1,0020;1,003
1.161343461;-0,0240;-0,0303;1,0017;1,002
1.171323692;-0,0203;-0,0308;1,0037;1,004
1.172567769;-0,0198;-0,0308;1,0012;1,002
1.173214231;-0,0207;-0,0293;0,9998;1,000
1.174095769;-0,0225;-0,0328;0,9996;1,000
1.174530846;-0,0176;-0,0296;0,9998;1,000
1.176425231;-0,0142;-0,0291;1,0040;1,004
1.179009923;-0,0112;-0,0291;1,0064;1,007
1.181669846;-0,0081;-0,0289;1,0052;1,006
1.183956;-0,0117;-0,0305;1,0057;1,006
1.186499769;-0,0110;-0,0313;1,0054;1,006
1.188961307;-0,0079;-0,0277;1,0059;1,006
1.191528692;-0,0112;-0,0284;1,0040;1,004
1.194024923;-0,0142;-0,0303;1,0022;1,003
1.196624;-0,0119;-0,0291;1,0045;1,005
1.200710231;-0,0124;-0,0286;1,0035;1,004
1.202582846;-0,0132;-0,0296;1,0012;1,002
1.204146846;-0,0144;-0,0310;0,9988;0,999
1.210450231;-0,0144;-0,0298;1,0008;1,001
