time,gFx,gFy,gFz,TgF
0.974250312,0.0338,-0.0006,1.0092,1.010
0.976625156,0.0338,-0.0004,1.0092,1.010
0.979062656,0.0345,-0.0011,1.0060,1.007
0.981511666,0.0360,-0.0016,1.0075,1.008
0.984224739,0.0335,-0.0021,1.0085,1.009
0.986889166,0.0340,-0.0002,1.0077,1.008
0.989199271,0.0367,-0.0024,1.0058,1.006
0.991712344,0.0380,0.0013,1.0072,1.008
0.994116979,0.0355,0.0011,1.0085,1.009
0.996733229,0.0353,-0.0014,1.0112,1.012
0.999276614,0.0375,0.0011,1.0070,1.008
1.007658958,0.0394,0.0018,1.0092,1.010
1.00856151,0.0348,0.0006,1.0119,1.013
1.009097239,0.0355,0.0018,1.0060,1.007
1.009692916,0.0360,-0.0002,1.0102,1.011
1.012200312,0.0343,-0.0024,1.0104,1.011
1.014327552,0.0345,0.0011,1.0104,1.011
1.016734583,0.0358,0.0009,1.0077,1.008
1.01992026,0.0370,-0.0004,1.0063,1.007
1.022220833,0.0380,0.0011,1.0077,1.008
1.02458125,0.0358,-0.0006,1.0077,1.008
1.027136354,0.0367,-0.0006,1.0068,1.007
1.029462604,0.0372,0.0004,1.0055,1.006
1.033119218,0.0367,0.0004,1.0068,1.007
1.034885521,0.0360,0.0011,1.0087,1.009
1.037499843,0.0358,0.0009,1.0068,1.007
1.039826458,0.0377,-0.0009,1.0082,1.009
1.042312187,0.0365,0.0033,1.0085,1.009
1.044648333,0.0375,0.0023,1.0072,1.008
1.047407552,0.0353,0.0009,1.0087,1.009
1.049586771,0.0343,-0.0009,1.0090,1.010
1.055088646,0.0358,0.0028,1.0070,1.008
1.05594526,0.0358,0.0043,1.0077,1.008
1.057220937,0.0407,0.0006,1.0031,1.004
1.059679114,0.0370,0.0011,1.0082,1.009
1.062018229,0.0367,-0.0009,1.0077,1.008
1.064595416,0.0365,0.0013,1.0068,1.007
1.066961093,0.0389,0.0006,1.0090,1.010
1.069446093,0.0360,0.0028,1.0068,1.007
1.071964323,0.0345,0.0031,1.0068,1.007
1.074947812,0.0367,-0.0011,1.0068,1.007
1.077242916,0.0355,-0.0014,1.0107,1.011
1.079479166,0.0380,0.0016,1.0060,1.007
1.082778698,0.0363,0.0009,1.0060,1.007
1.085421614,0.0353,0.0004,1.0082,1.009
1.087442812,0.0385,-0.0014,1.0124,1.013
1.089911562,0.0363,-0.0006,1.0109,1.012
1.092573073,0.0355,0.0016,1.0077,1.008
1.095313073,0.0375,-0.0002,1.0087,1.009
1.097620208,0.0358,-0.0019,1.0080,1.009
1.100593385,0.0382,-0.0006,1.0092,1.010
1.103327396,0.0394,0.0033,1.0075,1.008
1.105349427,0.0397,0.0016,1.0075,1.008
1.108262864,0.0365,0.0009,1.0077,1.008
1.110648385,0.0331,-0.0009,1.0077,1.008
1.1128375,0.0360,-0.0002,1.0099,1.011
1.115214583,0.0385,0.0009,1.0041,1.005
1.127331458,0.0389,0.0004,1.0092,1.010
1.128568802,0.0370,-0.0011,1.0085,1.009
1.129310052,0.0358,0.0033,1.0072,1.008
1.130051614,0.0382,0.0004,1.0063,1.007
1.131019843,0.0377,0.0009,1.0092,1.010
1.131850208,0.0382,0.0004,1.0082,1.009
1.134197604,0.0358,-0.0016,1.0087,1.009
1.137957864,0.0394,0.0018,1.0099,1.011
1.138921927,0.0382,0.0028,1.0080,1.009
1.140373906,0.0370,0.0016,1.0072,1.008
1.143187291,0.0360,0.0035,1.0097,1.010
1.145078802,0.0370,0.0009,1.0097,1.010
1.147624375,0.0353,0.0006,1.0077,1.008
1.150052812,0.0363,0.0009,1.0077,1.008
1.152887031,0.0345,0.0040,1.0075,1.008
1.155422187,0.0350,-0.0009,1.0090,1.010
1.157798698,0.0343,-0.0036,1.0065,1.007
1.160153021,0.0380,0.0018,1.0063,1.007
1.162813125,0.0372,-0.0014,1.0109,1.012
1.165151771,0.0355,-0.0011,1.0097,1.010
1.168745104,0.0367,-0.0002,1.0068,1.007
1.17044125,0.0370,0.0026,1.0077,1.008
1.172859479,0.0382,0.0018,1.0080,1.009
1.175357448,0.0370,0.0006,1.0112,1.012
1.177953073,0.0363,0.0018,1.0075,1.008
1.180418906,0.0365,0.0011,1.0053,1.006
1.18547526,0.0375,0.0011,1.0068,1.007
1.186521041,0.0365,0.0006,1.0080,1.009
1.188130364,0.0370,0.0006,1.0065,1.007
1.190813958,0.0360,0.0004,1.0063,1.007
1.193160156,0.0365,0.0006,1.0085,1.009
1.195667708,0.0363,-0.0014,1.0065,1.007
1.198163698,0.0387,0.0013,1.0080,1.009
1.202899218,0.0363,0.0013,1.0090,1.010
1.204317708,0.0375,-0.0019,1.0087,1.009
1.206077031,0.0353,0.0013,1.0107,1.011
1.210283281,0.0333,-0.0009,1.0117,1.012
